#CHR	POS	Count_A	Count_C	Count_G	Count_T	Good_depth
13	79326286	92	0	0	0	92
13	79336357	85	0	0	0	85
13	79656518	0	103	0	0	103
13	79661549	0	0	0	113	113
13	79734901	0	0	61	0	61
13	79782287	0	0	66	0	66
13	79876748	103	0	0	0	103
13	79885944	0	0	107	0	107
13	79904104	0	0	100	0	100
13	80219882	0	0	94	0	94
13	80325770	0	0	0	69	69
13	80525193	0	0	85	0	85
13	80525194	0	0	86	0	86
13	80965792	0	0	97	0	97
13	82537885	78	0	0	0	78
13	82539500	54	0	0	0	54
13	82979455	58	0	0	0	58
13	83248533	0	0	49	0	49
13	83754717	84	0	0	0	84
13	83844114	0	0	99	0	99
13	83929368	0	70	0	0	70
13	84818994	0	113	0	0	113
13	84889090	0	0	0	94	94
13	86370532	0	0	0	80	80
13	86489029	1	0	81	0	82
13	86747140	0	49	0	0	49
13	86834082	0	0	0	92	92
13	87436311	99	0	0	0	99
13	87796718	0	0	86	0	86
13	87954278	0	0	75	0	75
13	88130543	0	105	0	0	105
13	88233413	0	0	88	0	88
13	88249132	0	0	97	0	97
13	88349843	0	103	0	0	103
13	88714865	0	0	132	0	132
13	88747918	1	0	91	0	92
13	88967172	1	0	103	0	104
13	89016302	0	2	0	83	85
13	89167470	0	47	0	0	47
13	89254537	0	0	141	0	141
13	89417134	0	0	97	0	97
13	89557751	0	0	72	0	72
13	90441762	0	102	0	0	102
13	90539263	0	134	0	0	134
13	90616716	0	0	0	88	88
13	91150998	0	0	60	0	60
13	91991430	138	0	0	0	138
13	92045862	0	124	0	0	124
13	92092750	0	0	77	0	77
13	92337448	0	124	0	0	124
13	92935816	118	0	1	0	119
13	93084992	0	0	0	78	78
13	93703306	0	0	127	0	127
13	93837655	0	0	147	0	147
13	93899669	0	0	111	0	111
13	94252365	0	74	0	0	74
13	94272445	98	0	0	0	98
13	94308493	60	0	0	0	60
13	94768435	0	112	0	0	112
13	95186209	0	0	114	0	114
13	95204154	0	91	0	0	91
13	96065163	0	79	0	0	79
13	96250624	0	47	0	0	47
13	96280886	0	97	0	0	97
13	96426711	0	89	0	0	89
13	96565643	83	0	0	0	83
13	97501519	0	0	115	0	115
13	97914396	0	0	0	94	94
13	98135330	0	66	0	0	66
13	98794830	46	0	0	0	46
13	98973465	0	71	0	0	71
13	99326154	0	0	80	0	80
13	99422441	82	0	0	0	82
13	100029578	0	0	29	0	29
13	100740791	0	56	0	0	56
13	101009089	0	131	0	0	131
13	101440832	0	101	0	0	101
13	101966934	0	112	0	0	112
13	102352653	0	127	0	0	127
13	102575686	0	0	118	0	118
13	102580786	97	0	0	0	97
13	103037547	0	94	0	0	94
13	103271992	0	86	0	0	86
13	103389016	0	0	0	128	128
13	104663003	0	0	76	0	76
13	105487007	0	0	123	0	123
13	105530234	0	92	0	0	92
13	106118589	104	0	0	0	104
13	106275753	0	0	92	0	92
13	106444996	0	103	0	0	103
13	106466479	0	47	0	0	47
13	106468466	84	0	0	0	84
13	106480137	0	0	63	0	63
13	106513814	100	0	0	0	100
13	106725573	0	0	83	0	83
13	107213829	0	0	0	63	63
13	107487764	0	104	0	0	104
13	108222845	85	0	0	0	85
13	108639407	0	0	63	0	63
13	108860981	0	0	109	0	109
13	109727930	0	94	0	0	94
13	109773104	0	0	0	100	100
13	109885584	70	0	0	0	70
13	110027748	0	0	101	0	101
13	111579426	0	59	0	0	59
13	112072639	0	0	0	138	138
13	112371361	0	0	85	0	85
13	112421956	0	0	94	0	94
13	112729163	1	68	0	0	69
13	112951152	0	110	0	0	110
13	113133567	101	0	0	0	101
13	113165499	0	89	0	0	89
13	113864961	113	0	0	0	113
13	114136635	77	0	0	0	77
13	114609253	0	0	55	0	55
13	115633830	0	0	0	109	109
13	115998285	0	0	0	100	100
13	116292602	0	0	106	0	106
13	116527080	0	0	85	0	85
13	116718027	0	109	0	0	109
13	117511975	0	97	0	0	97
13	117533969	0	0	91	0	91
13	117632747	0	0	0	64	64
13	118096361	63	0	0	0	63
13	118791931	0	0	0	83	83
13	119247329	0	0	123	0	123
13	119248212	0	0	0	70	70
13	119813378	0	85	0	0	85
14	4767461	0	4	0	0	4
14	5926907	0	115	0	0	115
14	8307631	0	0	100	0	100
14	8582965	112	0	0	0	112
14	8723598	118	0	0	0	118
14	9030885	0	69	0	0	69
14	9044777	0	124	0	0	124
14	9297128	0	0	93	0	93
14	9319921	0	0	0	100	100
14	9451299	0	0	105	0	105
14	9934083	0	0	119	0	119
14	10029470	53	0	0	0	53
14	10210422	0	0	100	0	100
14	10414603	0	0	0	77	77
14	10450681	0	106	0	0	106
14	10845227	78	0	0	0	78
14	11151262	0	106	0	0	106
14	11584730	51	0	0	0	51
14	12181750	97	0	0	0	97
14	13034330	0	71	0	0	71
14	13042920	0	107	0	0	107
14	13048201	0	0	89	0	89
14	14404743	0	0	78	0	78
14	15094225	100	0	0	0	100
14	15323760	0	0	0	114	114
14	15521079	0	105	0	0	105
14	15959940	0	97	0	0	97
14	16703570	0	107	0	0	107
14	18764490	0	0	91	0	91
14	19000893	0	0	123	0	123
14	19016479	0	109	0	0	109
14	19329391	0	0	108	0	108
14	19352296	101	0	0	0	101
14	19361181	0	0	0	91	91
14	19413952	0	74	0	0	74
14	20400441	0	99	0	0	99
14	20653185	0	0	42	0	42
14	20719125	91	0	1	0	92
14	20739179	0	106	0	0	106
14	20807770	0	60	0	0	60
14	21415422	0	0	0	52	52
14	22066068	119	0	0	0	119
14	22083718	0	0	73	0	73
14	22766274	0	1	0	107	108
14	23138761	0	0	70	0	70
14	23408892	0	62	0	0	62
14	23726302	0	127	0	0	127
14	23770917	84	0	0	0	84
14	23960660	0	0	0	100	100
14	24142021	0	0	0	97	97
14	24239663	0	0	115	0	115
14	25374440	0	0	99	0	99
14	25485646	0	83	0	0	83
14	25518966	0	95	0	0	95
14	26423958	0	0	0	51	51
14	27419714	83	0	0	0	83
14	27755183	0	0	89	0	89
14	27991493	107	0	0	0	107
14	28674004	0	95	0	0	95
14	28735126	0	0	0	94	94
14	28901212	0	93	0	0	93
14	29013533	93	0	0	0	93
14	29229230	0	98	0	0	98
14	29656479	0	95	0	0	95
14	30691377	0	75	0	0	75
14	30846212	0	104	0	0	104
14	30868151	72	0	0	0	72
14	30918658	0	56	0	0	56
14	30986669	0	67	0	0	67
14	31086619	0	0	94	0	94
14	32519113	78	0	0	0	78
14	32868545	0	0	0	74	74
14	32995291	0	0	0	104	104
14	33140953	0	0	95	0	95
14	33769313	0	79	0	0	79
14	33857940	127	0	0	0	127
14	33926263	0	136	0	0	136
14	33993804	0	1	0	75	76
14	34502106	0	0	0	69	69
14	34856419	0	100	0	0	100
14	35572898	0	132	0	0	132
14	36205849	0	0	0	94	94
14	36321481	0	0	0	60	60
14	36724246	0	0	95	0	95
14	36959410	0	0	93	0	93
14	37225543	104	0	0	0	104
14	37636435	0	71	0	0	71
14	37646563	111	0	0	0	111
14	37681156	0	68	0	0	68
14	37861488	0	0	88	0	88
14	37902983	75	0	0	0	75
14	38651703	0	75	0	0	75
14	38707232	0	96	0	0	96
14	38768972	95	0	0	0	95
14	38871947	0	0	0	71	71
14	38943842	0	110	0	0	110
14	38957051	0	120	0	0	120
14	39111753	0	0	115	0	115
14	39199563	76	0	0	0	76
14	39274525	0	0	73	0	73
14	39484104	0	123	0	0	123
14	39656777	0	0	105	0	105
14	39778721	0	0	122	0	122
14	39784274	0	68	0	0	68
14	39941496	0	88	0	0	88
14	39978378	0	0	69	0	69
14	40066045	0	55	0	0	55
14	40066045	0	55	0	0	55
14	40238315	0	54	0	0	54
14	40947699	0	136	0	0	136
14	41134222	0	0	122	0	122
14	44201086	57	0	0	0	57
14	46338673	0	107	0	0	107
14	46659312	0	80	0	0	80
14	47037224	0	0	95	0	95
14	47341984	0	0	87	0	87
14	47897694	84	0	0	0	84
14	48397944	0	65	0	0	65
14	48833085	0	75	0	0	75
14	49054322	0	0	114	0	114
14	49510850	0	0	65	0	65
14	49560310	0	99	0	0	99
14	49587406	0	0	120	0	120
14	49679979	0	75	0	0	75
14	50278766	0	0	90	0	90
14	50300657	60	0	0	0	60
14	50524886	0	0	105	0	105
14	50762807	62	0	0	0	62
14	50897298	0	92	0	0	92
14	52608170	0	0	97	0	97
14	53110773	0	0	135	0	135
14	53998238	83	0	0	0	83
14	54080665	0	122	0	0	122
14	54082160	0	0	0	57	57
14	54591145	0	0	112	0	112
14	55279431	0	111	0	0	111
14	55703626	0	0	91	0	91
14	56207552	0	0	0	72	72
14	56493363	0	0	0	100	100
14	56589808	0	0	79	0	79
14	57322495	0	124	0	0	124
14	57784746	0	0	93	0	93
14	58078002	0	0	0	124	124
14	58278352	0	87	0	0	87
14	58309146	0	0	103	0	103
14	58390587	0	0	105	2	107
14	58499764	144	0	0	0	144
14	58508112	0	124	0	0	124
14	58611760	0	0	96	0	96
14	58676250	91	0	0	0	91
14	58804753	0	91	0	0	91
14	58964131	93	0	0	0	93
14	59283499	0	78	0	0	78
14	59923855	0	90	0	0	90
14	59934161	0	52	0	0	52
14	61018193	0	44	0	0	44
14	61035473	0	0	0	92	92
14	61296371	0	0	0	109	109
14	61720805	0	103	0	0	103
14	63436386	0	51	0	0	51
14	63596482	0	0	128	0	128
14	63788296	0	117	0	0	117
14	63922598	0	92	0	0	92
14	64793089	0	0	0	90	90
14	66996860	0	0	91	0	91
14	67166862	56	0	0	0	56
14	67429861	0	98	0	1	99
14	67590702	0	77	0	0	77
14	67590703	0	78	0	0	78
14	68162500	0	120	0	0	120
14	68370911	0	0	60	0	60
14	68444243	71	0	0	0	71
14	69776081	0	112	0	0	112
14	69836149	0	69	0	0	69
14	70650493	86	0	0	0	86
14	70886886	23	0	0	0	23
14	71061176	0	83	0	0	83
14	71079950	0	74	0	0	74
14	71356831	0	96	0	0	96
14	71514700	0	0	0	91	91
14	71692100	0	89	0	0	89
14	71708022	0	0	74	0	74
14	72096199	101	0	0	0	101
14	72892661	0	127	0	0	127
14	73370734	0	0	0	107	107
14	73507548	0	0	79	0	79
14	74221748	0	0	0	98	98
14	74813256	0	69	0	0	69
14	75683860	85	0	0	0	85
14	75699773	80	0	0	0	80
14	76015450	0	0	99	0	99
14	76600516	0	86	0	0	86
14	76759040	0	0	0	109	109
14	76875145	0	67	0	0	67
14	76883754	0	116	0	0	116
14	77457182	0	0	0	111	111
14	77541299	0	0	60	0	60
14	77575668	0	0	114	0	114
14	77820835	0	0	118	1	119
14	77864275	0	0	123	0	123
14	78182885	0	84	0	0	84
14	78859328	71	0	0	0	71
14	79753884	0	0	113	0	113
14	80450608	130	0	0	0	130
14	80693717	0	0	0	105	105
14	80840908	0	0	67	0	67
14	80884826	0	0	0	69	69
14	81125397	0	0	89	0	89
14	81171212	0	0	1	77	78
14	81453354	0	149	0	0	149
14	81459047	0	84	0	0	84
14	81596996	0	0	103	0	103
14	81860463	0	0	0	105	105
14	81909153	88	0	0	0	88
14	82057202	0	0	91	0	91
14	82118520	0	0	0	87	87
14	82152701	0	59	0	0	59
14	82245191	0	64	0	0	64
14	82320399	70	0	0	0	70
14	82390738	77	0	0	0	77
14	82439037	0	0	82	0	82
14	82489345	0	76	0	0	76
14	82717107	0	0	0	102	102
14	82762605	0	73	0	0	73
14	83093546	0	0	0	75	75
14	83128053	0	60	0	0	60
14	83194237	0	88	0	0	88
14	83284774	0	113	0	1	114
14	83329873	0	0	95	0	95
14	83349185	0	0	109	0	109
14	83501789	0	0	118	0	118
14	83557761	0	0	1	117	118
14	83574200	74	0	0	0	74
14	83579774	0	0	84	0	84
14	84115792	0	80	0	0	80
14	84199735	0	0	139	0	139
14	84399218	0	0	0	56	56
14	85366782	0	90	0	0	90
14	86511292	0	107	0	0	107
14	86600053	0	0	75	0	75
14	86627329	121	0	0	0	121
14	86762909	0	106	0	0	106
14	86918972	65	0	0	0	65
14	87268990	0	0	104	0	104
14	87611968	0	0	74	0	74
14	87637232	0	76	0	0	76
14	87700451	0	0	118	0	118
14	87979141	0	0	99	0	99
14	88410571	0	98	0	0	98
14	88546716	0	0	90	0	90
14	88785163	0	0	108	0	108
14	88802956	0	0	107	0	107
14	89056767	0	88	0	0	88
14	89240092	0	129	0	0	129
14	89595828	0	0	91	0	91
14	89706041	0	0	58	2	60
14	89860393	64	0	0	0	64
14	89881690	0	115	0	0	115
14	90000091	0	0	115	0	115
14	90163222	0	0	54	0	54
14	90250533	0	0	100	0	100
14	90290487	0	135	0	0	135
14	90312537	0	0	0	89	89
14	90447363	0	0	0	66	66
14	90467213	0	0	0	113	113
14	90481776	0	0	0	90	90
14	90488147	0	0	0	81	81
14	90528610	0	0	94	0	94
14	90806127	0	0	80	0	80
14	90846198	124	0	0	0	124
14	90928542	0	0	46	0	46
14	91001497	2	0	0	88	90
14	91003186	0	98	0	0	98
14	91291311	0	0	113	0	113
14	91298989	0	0	101	0	101
14	91320783	0	105	0	0	105
14	91669399	0	0	0	35	35
14	91737013	45	0	0	0	45
14	92327420	0	57	0	0	57
14	92342175	0	118	0	0	118
14	93134905	0	0	0	82	82
14	93184681	0	109	0	0	109
14	93426282	0	0	92	0	92
14	93467280	0	111	0	0	111
14	93494650	0	93	0	0	93
14	93726466	0	0	108	0	108
14	93764920	0	0	0	102	102
14	93862741	0	1	0	105	106
14	94167170	0	0	62	0	62
14	94474948	0	62	0	0	62
14	94566423	0	0	88	0	88
14	94596040	0	0	0	41	41
14	94745853	39	0	0	0	39
14	94768777	0	0	90	0	90
14	94778029	0	0	70	0	70
14	94804522	0	0	0	96	96
14	94920496	0	0	0	66	66
14	95110052	0	0	36	0	36
14	95378613	0	5	0	125	130
14	95658834	0	62	0	0	62
14	95752053	0	110	0	0	110
14	95832037	0	0	114	0	114
14	96200974	0	0	85	0	85
14	96428570	0	0	0	87	87
14	97190399	56	0	0	0	56
14	97228571	0	61	0	0	61
14	97570467	0	0	105	0	105
14	97778339	0	0	66	0	66
14	97957395	94	0	0	0	94
14	98176843	0	0	114	0	114
14	98285727	0	74	0	0	74
14	99011019	0	0	66	0	66
14	99176775	0	100	0	0	100
14	99345451	0	0	0	76	76
14	99490058	0	0	0	79	79
14	100459404	0	100	0	0	100
14	100808848	80	0	0	0	80
14	101425944	0	128	0	0	128
14	102392904	0	50	0	0	50
14	102693061	0	0	0	98	98
14	103925397	0	94	0	0	94
14	104158517	0	0	0	83	83
14	104288386	0	94	0	0	94
14	104790362	0	0	109	0	109
14	105242442	0	103	0	0	103
14	106231166	0	0	63	0	63
14	106854538	67	0	1	0	68
14	107000832	0	0	0	132	132
14	107187230	0	50	0	0	50
14	107333018	0	0	67	0	67
14	107418099	0	0	103	0	103
14	107483339	0	0	0	87	87
14	107487640	0	0	0	103	103
14	107756518	0	0	86	0	86
14	107831293	0	132	0	0	132
14	107932428	0	0	0	103	103
14	107945734	67	0	0	0	67
14	108086130	0	91	0	0	91
14	108141391	0	79	0	0	79
14	108211482	0	0	75	0	75
14	108235946	0	0	0	111	111
14	108578287	0	0	132	0	132
14	108606709	0	0	100	0	100
14	108611745	58	0	0	0	58
14	108622440	0	97	0	0	97
14	108736701	0	0	83	0	83
14	108802901	99	0	0	0	99
14	108816127	0	0	116	0	116
14	108821837	0	85	0	0	85
14	109047487	0	78	0	0	78
14	109091234	0	0	68	0	68
14	109292172	0	0	89	0	89
14	109393243	0	0	61	0	61
14	109400738	0	0	100	0	100
14	109413905	0	0	83	0	83
14	109439773	80	0	0	0	80
14	109513972	0	116	0	0	116
14	109590165	0	0	0	60	60
14	109737143	0	94	0	0	94
14	110157857	0	0	73	2	75
14	110419955	0	0	0	102	102
14	110435081	0	0	117	0	117
14	110556032	68	0	0	0	68
14	110793038	0	0	0	40	40
14	110793615	94	0	0	0	94
14	110825715	0	0	84	0	84
14	110851625	0	0	114	0	114
14	110928133	0	83	0	0	83
14	111022307	0	76	0	0	76
14	111044651	0	0	99	0	99
14	111363358	0	0	104	0	104
14	111493026	0	0	77	0	77
14	111728257	0	0	0	85	85
14	111779160	0	115	0	0	115
14	111799504	0	54	0	0	54
14	112414346	79	0	0	0	79
14	112424371	0	117	0	0	117
14	112671555	0	0	0	106	106
14	112687355	0	78	0	0	78
14	112700723	0	0	108	0	108
14	112822586	0	72	0	0	72
14	112859708	0	0	0	118	118
14	112885045	0	0	0	77	77
14	112986976	0	0	83	0	83
14	112999838	0	0	97	0	97
14	113120041	0	0	0	61	61
14	113228016	0	0	64	0	64
14	113230948	0	0	78	0	78
14	113382625	0	107	0	0	107
14	113635286	0	0	77	0	77
14	113931475	0	0	92	0	92
14	114134934	78	0	0	0	78
14	114173079	0	0	3	56	59
14	114555604	0	84	0	0	84
14	114782563	0	115	0	0	115
14	114959716	0	0	164	0	164
14	115141175	0	101	0	0	101
14	115449464	89	0	0	0	89
14	115915688	0	0	80	0	80
14	115977397	0	78	0	0	78
14	116162542	0	0	96	0	96
14	116365272	0	122	0	0	122
14	116365273	0	123	0	0	123
14	117150499	0	0	88	0	88
14	117250810	3	0	0	113	116
14	117300343	0	0	127	0	127
14	117483833	0	136	0	0	136
14	117902059	0	44	0	0	44
14	117981504	0	0	84	0	84
14	118171760	0	106	0	0	106
14	118667607	0	0	0	103	103
14	119164609	0	0	0	64	64
14	119967720	0	77	0	0	77
14	119994579	0	133	0	0	133
14	120139989	0	86	0	0	86
14	121034081	0	102	0	0	102
14	121103038	0	111	0	0	111
14	121182790	0	0	98	0	98
14	121505815	0	129	0	0	129
14	121693760	74	0	0	0	74
14	121722841	0	110	0	0	110
14	121794930	67	0	0	0	67
14	121996203	0	107	0	0	107
14	121997641	93	0	0	0	93
14	123046729	0	79	0	0	79
14	123235367	0	0	109	0	109
14	123260077	0	110	0	0	110
14	123497782	0	0	77	0	77
14	123861022	0	0	0	112	112
14	124232333	0	59	0	0	59
14	124675316	0	0	149	0	149
15	3057657	0	0	55	0	55
15	3759978	77	0	0	0	77
15	3837695	0	0	0	82	82
15	4319237	2	64	0	0	66
15	4731547	0	0	71	0	71
15	4741267	0	85	0	0	85
15	5603905	0	90	0	0	90
15	6541762	0	0	64	0	64
15	6927722	0	84	0	0	84
15	7119104	0	91	0	0	91
15	7321326	0	0	0	82	82
15	7581603	0	0	67	0	67
15	8288612	0	0	0	40	40
15	8474388	0	0	68	0	68
15	8815950	0	0	0	107	107
15	8911786	0	0	89	0	89
15	9179998	0	0	70	0	70
15	9365081	0	0	104	0	104
15	9411631	0	94	0	0	94
15	9896941	0	49	0	0	49
15	9962563	0	0	100	0	100
15	10197477	0	0	93	0	93
15	10418400	0	0	0	43	43
15	10766203	0	0	113	0	113
15	11245496	0	81	0	0	81
15	11280071	0	65	0	0	65
15	11446641	0	94	0	0	94
15	12207430	0	0	112	11	123
15	12640613	91	0	0	0	91
15	13285070	0	75	0	0	75
15	13409434	0	0	0	57	57
15	13580500	0	0	98	0	98
15	13878424	0	0	96	0	96
15	14243310	0	0	105	0	105
15	14311059	48	0	0	0	48
15	14330398	0	0	106	0	106
15	14474992	0	131	0	0	131
15	14588478	0	54	0	0	54
15	15211420	0	100	0	0	100
15	15251870	0	0	102	0	102
15	15435960	2	53	0	0	55
15	15454218	0	0	0	67	67
15	15494127	0	85	0	0	85
15	15570218	0	77	0	0	77
15	15629995	0	0	81	0	81
15	15677163	0	0	74	0	74
15	15753318	102	0	0	0	102
15	15979089	0	72	0	0	72
15	16230843	0	67	0	0	67
15	16274851	0	92	0	0	92
15	16290738	0	0	58	0	58
15	16524986	0	0	0	78	78
15	16540620	0	103	0	0	103
15	17357710	0	0	52	0	52
15	17358067	0	86	0	0	86
15	17376855	0	92	0	0	92
15	17629083	0	97	0	0	97
15	17744640	0	85	0	0	85
15	17892754	0	0	62	0	62
15	17898748	0	0	56	0	56
15	18027999	0	0	0	113	113
15	18189696	0	78	0	0	78
15	18496536	110	0	0	0	110
15	18544576	0	107	0	0	107
15	18567622	0	0	69	0	69
15	18801859	0	96	0	0	96
15	18865882	0	0	81	0	81
15	19009052	0	81	0	0	81
15	19317966	0	0	88	0	88
15	19374117	0	85	0	0	85
15	19584367	86	0	0	0	86
15	19755684	0	0	103	0	103
15	19922340	0	0	86	0	86
15	20033485	0	41	0	0	41
15	20676215	0	101	0	0	101
15	20873381	0	0	0	96	96
15	20931620	0	0	56	0	56
15	20941460	0	85	0	0	85
15	21097464	0	109	0	0	109
15	21129077	67	0	0	0	67
15	21232021	0	105	0	0	105
15	21325574	61	0	0	0	61
15	21368957	0	126	0	0	126
15	21393186	0	0	115	0	115
15	21403427	0	84	0	0	84
15	21837626	0	0	80	0	80
15	22202177	0	0	51	0	51
15	22256857	0	0	79	0	79
15	22317511	0	0	131	0	131
15	22439762	0	0	118	0	118
15	22612491	0	0	73	0	73
15	22834492	0	0	61	0	61
15	22972438	68	0	0	0	68
15	23140021	64	0	0	0	64
15	23205312	0	87	0	0	87
15	23353647	0	0	96	0	96
15	23499335	0	0	96	0	96
15	23524969	0	88	0	0	88
15	23715128	56	0	0	0	56
15	23978063	0	0	92	0	92
15	24007204	0	0	76	0	76
15	24042973	92	0	0	0	92
15	24358158	0	117	0	0	117
15	24898425	0	77	0	0	77
15	25388807	0	0	0	94	94
15	25731778	0	0	120	0	120
15	25988874	0	70	0	0	70
15	26135900	0	0	129	0	129
15	26185899	0	0	101	0	101
15	26203823	83	0	0	0	83
15	26382074	0	116	0	0	116
15	26567277	0	0	110	0	110
15	27373830	0	65	0	0	65
15	27375717	0	49	0	0	49
15	28646201	0	0	93	0	93
15	28876067	101	0	0	0	101
15	29119511	0	0	130	0	130
15	29242950	0	72	0	0	72
15	29554249	0	97	0	0	97
15	29863321	0	80	0	0	80
15	30070915	0	97	0	0	97
15	30565242	0	86	0	0	86
15	30572935	0	0	0	73	73
15	30697592	0	118	0	0	118
15	30927527	0	92	0	0	92
15	30980251	0	77	0	0	77
15	31168763	0	0	75	0	75
15	31250927	0	0	117	0	117
15	31501173	0	0	0	113	113
15	31973107	0	0	115	0	115
15	32123492	0	126	0	0	126
15	32251498	0	0	120	0	120
15	32553851	87	0	0	0	87
15	32706788	0	0	0	91	91
15	33182030	85	0	0	0	85
15	33385418	0	99	0	0	99
15	33589359	63	0	0	0	63
15	34129133	0	108	0	0	108
15	34148025	0	88	0	0	88
15	34394002	0	0	0	101	101
15	34531991	0	0	1	101	102
15	34537784	0	105	0	0	105
15	34855031	0	0	125	0	125
15	35044293	65	0	0	0	65
15	36293674	0	109	0	0	109
15	37242931	0	115	0	0	115
15	37436155	0	66	0	1	67
15	37568838	0	116	0	0	116
15	38063530	0	0	94	0	94
15	38624598	0	87	0	0	87
15	38969455	0	0	86	0	86
15	39864753	0	110	0	0	110
15	40368894	0	0	111	0	111
15	40403623	0	0	0	95	95
15	40749313	79	0	0	0	79
15	40891286	0	72	0	0	72
15	40955377	0	103	0	0	103
15	41288956	0	0	127	0	127
15	41401092	80	0	0	0	80
15	41563567	89	0	0	0	89
15	42684011	0	0	92	0	92
15	43152851	0	0	0	94	94
15	43233317	88	0	0	0	88
15	43357928	0	114	0	0	114
15	43726502	0	87	0	0	87
15	44602103	0	0	63	0	63
15	44699200	0	1	0	73	74
15	44773603	0	84	0	0	84
15	44869298	0	110	0	0	110
15	44998550	0	124	0	0	124
15	45248492	0	54	0	0	54
15	45290170	0	0	83	0	83
15	45622089	0	92	0	0	92
15	45646766	115	0	0	0	115
15	45846411	85	0	0	0	85
15	45966427	0	0	117	0	117
15	46061760	0	0	0	72	72
15	46121941	0	0	0	41	41
15	46329239	0	56	0	0	56
15	46727001	0	108	0	0	108
15	46744393	0	0	74	0	74
15	47134816	0	0	59	0	59
15	47207334	0	0	0	60	60
15	47293606	0	63	0	0	63
15	47294473	0	0	96	0	96
15	47301144	0	0	0	112	112
15	47546303	0	75	0	0	75
15	47579511	0	56	0	0	56
15	47692872	0	0	0	87	87
15	47776268	0	0	81	0	81
15	47776530	0	0	98	0	98
15	48064878	0	0	0	72	72
15	48065093	0	0	123	0	123
15	48115043	0	77	0	0	77
15	48216636	78	0	0	0	78
15	48233427	0	0	86	0	86
15	48396514	0	0	55	0	55
15	48552070	0	0	95	0	95
15	48682073	0	0	60	0	60
15	49115353	0	61	0	0	61
15	49168199	61	0	0	0	61
15	50376388	0	105	0	0	105
15	50864438	80	0	0	0	80
15	51104579	0	54	0	0	54
15	51552029	0	64	0	0	64
15	51592093	0	0	82	0	82
15	51592149	98	0	0	0	98
15	51831056	0	0	0	100	100
15	52520706	91	0	0	0	91
15	52812441	0	0	68	0	68
15	52904304	0	86	0	0	86
15	53055988	0	0	103	0	103
15	53685287	0	0	73	0	73
15	54329645	72	0	0	0	72
15	54694642	0	101	0	0	101
15	55203968	0	0	78	0	78
15	56663202	0	0	0	81	81
15	56882024	0	78	0	0	78
15	57075789	82	0	0	0	82
15	57158922	0	69	0	0	69
15	58104346	0	0	58	0	58
15	58921857	0	0	0	95	95
15	59334573	0	0	70	0	70
15	59851999	0	0	55	0	55
15	59953083	0	0	100	0	100
15	60579411	0	72	0	0	72
15	60644694	72	0	0	0	72
15	61733923	0	88	0	0	88
15	62278466	0	0	68	0	68
15	62857204	60	0	0	0	60
15	63339059	0	0	0	45	45
15	64861603	81	0	0	0	81
15	64988428	0	0	70	0	70
15	65311015	0	0	102	0	102
15	65564460	0	0	0	52	52
15	66709306	0	0	93	0	93
15	67062945	0	0	0	64	64
15	67839002	94	0	0	0	94
15	68511216	0	96	0	0	96
15	68716034	0	0	128	0	128
15	69114964	0	0	121	0	121
15	69303369	0	80	0	0	80
15	69786692	0	0	51	0	51
15	70004778	0	0	0	69	69
15	70543781	0	118	0	0	118
15	70811823	0	67	0	0	67
15	71038948	0	0	70	0	70
15	71086780	0	0	0	61	61
15	71175231	0	72	0	0	72
15	71497701	0	97	0	0	97
15	71584223	0	94	0	0	94
15	71617956	0	0	0	112	112
15	71710142	0	79	0	0	79
15	71731290	0	121	0	0	121
15	72006117	0	0	67	0	67
15	72321832	0	104	0	0	104
15	72333373	0	88	0	0	88
15	72465128	0	0	114	0	114
15	72538121	0	0	110	0	110
15	72890023	0	0	0	94	94
15	73418044	0	0	0	94	94
15	73505011	0	0	94	0	94
15	73505012	94	0	0	0	94
15	73550173	0	86	0	2	88
15	73756098	0	99	0	0	99
15	73862374	0	0	0	111	111
15	74015045	0	0	125	0	125
15	74368651	0	134	0	0	134
15	74381729	0	0	103	0	103
15	74430217	0	0	87	0	87
15	75598351	0	0	113	0	113
15	75722348	0	0	121	0	121
15	75949821	0	99	0	0	99
15	75950073	98	0	0	0	98
15	76442620	0	0	118	0	118
15	76827799	60	0	0	0	60
15	77642316	0	111	5	0	116
15	77985611	0	89	0	0	89
15	78053881	0	128	0	0	128
15	78372061	122	0	0	0	122
15	78417673	0	0	0	65	65
15	78455296	0	0	88	0	88
15	78546221	0	0	90	0	90
15	79418890	0	78	0	0	78
15	80030588	0	0	87	0	87
15	80943741	0	0	0	84	84
15	81349724	59	0	0	0	59
15	82961624	0	0	0	71	71
15	83121134	105	0	0	0	105
15	83162998	0	80	0	0	80
15	83224034	0	126	0	0	126
15	83416171	46	0	0	0	46
15	83762828	0	96	0	0	96
15	83898783	0	0	97	0	97
15	84134381	0	116	0	0	116
15	84246396	101	0	0	0	101
15	84484504	0	100	0	0	100
15	84813471	1	111	0	0	112
15	86249128	0	0	73	0	73
15	86630720	0	0	124	0	124
15	86723251	0	97	0	0	97
15	86863970	0	0	114	0	114
15	87254194	0	0	82	0	82
15	87326008	0	82	0	0	82
15	87656361	0	101	0	0	101
15	87757588	0	0	111	0	111
15	88173038	0	0	127	0	127
15	88443357	0	0	121	0	121
15	88464596	0	0	75	0	75
15	88833912	0	68	0	0	68
15	88918597	75	0	0	0	75
15	88974477	0	97	0	0	97
15	89120785	87	0	0	0	87
